alpha,b,table_type,cost,kernel_time,l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum
0.2,3,N,4.843457,0.56496,2917034779
0.2,4,H,5.422124,0.560132,999187460
0.2,4,N,5.422124,0.597914,2938137656
0.2,5,H,4.007331,0.564141,999421011
0.2,5,N,4.007331,0.536172,2981617662
0.2,6,H,4.403577,0.590613,1005404443
0.2,6,N,4.403577,0.538533,3020434253
0.2,7,H,4.801721,0.555116,1011930640
0.2,7,N,4.801721,0.550576,3063373255
0.2,8,H,5.200818,0.534689,1018993058
0.2,8,N,5.200818,0.552489,3104666164
0.2,9,H,5.600386,0.562724,1027439099
0.2,9,N,5.600386,0.545385,3137323464
0.2,10,H,6.00018,0.620042,1035932463
0.2,10,N,6.00018,0.567091,3182080979
0.2,11,H,6.400084,0.573394,1046215475
0.2,11,N,6.400084,0.589128,3213120330
0.2,12,H,6.800039,0.585266,1056330212
0.2,12,N,6.800039,0.561486,3249217904
0.25,1,H,6.89207,0.570168,1119618184
0.25,1,N,6.89207,0.565352,3106715416
0.25,2,H,4.885594,0.586891,1027127221
0.25,2,N,4.885594,0.597733,2968983039
0.25,3,H,5.573937,0.554767,1005625655
0.25,3,N,5.573937,0.533439,2954201327
0.25,4,H,4.264772,0.614708,1001950213
0.25,4,N,4.264772,0.60385,2991286019
0.25,5,H,4.748541,0.562747,1007224316
0.25,5,N,4.748541,0.57909,3039417015
0.25,6,H,5.238793,0.611224,1015053564
0.25,6,N,5.238793,0.558831,3090296762
0.25,7,H,5.733056,0.579198,1024742881
0.25,7,N,5.733056,0.581655,3130289479
0.25,8,H,6.229733,0.576224,1036068300
0.25,8,N,6.229733,0.593493,3182512252
0.25,9,H,6.727833,0.597566,1047181169
0.25,9,N,6.727833,0.579951,3223569682
0.25,10,H,7.226757,0.583371,1059933377
0.25,10,N,7.226757,0.555078,3267678624
0.25,11,H,7.726154,0.635038,1071639355
0.25,11,N,7.726154,0.569454,3307206544
0.25,12,H,8.225818,0.58628,1083461129
0.25,12,N,8.225818,0.6243,3352042939
0.3,1,H,6.458507,0.551599,1127569774
0.3,1,N,6.458507,0.559909,3164248017
0.3,2,H,5.821578,0.555695,1032407489
0.3,2,N,5.821578,0.540593,3013200481
0.3,3,H,6.636186,0.593312,1011263463
0.3,3,N,6.636186,0.554466,3002411851
0.3,4,H,5.230858,0.587415,1011516889
0.3,4,N,5.230858,0.567708,3045092325
0.3,5,H,5.801932,0.598349,1017552099
0.3,5,N,5.801932,0.582678,3100397064
0.3,6,H,6.382173,0.595592,1028976873
0.3,6,N,6.382173,0.588562,3143850749
0.3,7,H,6.968916,0.588273,1042376364
0.3,7,N,6.968916,0.583454,3204543105
0.3,8,H,7.560148,0.581506,1056685430
0.3,8,N,7.560148,0.595635,3251235749
0.3,9,H,8.154416,0.61562,1070594051
0.3,9,N,8.154416,0.558001,3297062984
0.3,10,H,8.750705,0.568781,1083673434
0.3,10,N,8.750705,0.582723,3352387677
0.3,11,H,9.348323,0.563187,1100112115
0.3,11,N,9.348323,0.598732,3399823871
0.3,12,H,9.946804,0.591696,1113734388
0.3,12,N,9.946804,0.571629,3436929989
0.35,1,H,7.571514,0.582153,1144192721
0.35,1,N,7.571514,0.6071,3253813957
0.35,2,H,6.963309,0.53512,1042979527
0.35,2,N,6.963309,0.601219,3085729701
0.35,3,H,5.743108,0.566944,1022335202
0.35,3,N,5.743108,0.577085,3080177547
0.35,4,H,6.38534,0.597459,1023375979
0.35,4,N,6.38534,0.597147,3112553550
0.35,5,H,7.040664,0.574628,1030456698
0.35,5,N,7.040664,0.551474,3156696946
0.35,6,H,7.706928,0.56341,1045136714
0.35,6,N,7.706928,0.583477,3217215991
0.35,7,H,8.381875,0.567145,1060491885
0.35,7,N,8.381875,0.541039,3264884264
0.35,8,H,9.063509,0.577298,1076005554
0.35,8,N,9.063509,0.586828,3319969676
0.35,9,H,9.750185,0.597612,1093587785
0.35,9,N,9.750185,0.59507,3382700096
0.35,10,H,10.440605,0.583985,1108114758
0.35,10,N,10.440605,0.611302,3424115244
0.35,11,H,11.133767,0.597068,1125797094
0.35,11,N,11.133767,0.587758,3479508361
0.35,12,H,11.828919,0.597881,1144210916
0.35,12,N,11.828919,0.572396,3535835231
0.4,1,H,7.174937,0.619013,1136866029
0.4,1,N,7.174937,0.60463,3372863942
0.4,2,H,8.25475,0.582073,1054774265
0.4,2,N,8.25475,0.603186,3187418075
0.4,3,H,6.945145,0.542682,1038042473
0.4,3,N,6.945145,0.542922,3167755341
0.4,4,H,7.671573,0.567268,1037566138
0.4,4,N,7.671573,0.557339,3193651511
0.4,5,H,8.409681,0.558106,1047380319
0.4,5,N,8.409681,0.585051,3237220362
0.4,6,H,9.158988,0.59982,1063520216
0.4,6,N,9.158988,0.569936,3283694520
0.4,7,H,9.918169,0.56039,1079391568
0.4,7,N,9.918169,0.586682,3335787374
0.4,8,H,10.685704,0.573221,1097664694
0.4,8,N,10.685704,0.594537,3396081663
0.4,9,H,11.460132,0.587336,1115591508
0.4,9,N,11.460132,0.588825,3445463982
0.4,10,H,12.240149,0.590708,1134282483
0.4,10,N,12.240149,0.626769,3512095501
0.4,11,H,13.024641,0.566045,1154165624
0.4,11,N,13.024641,0.558486,3554055342
0.4,12,H,13.812676,0.599952,1172886866
0.4,12,N,13.812676,0.623084,3593879520
0.45,1,H,8.43143,0.577106,1158807950
0.45,1,N,8.43143,0.621961,3516038000
0.45,2,H,7.443307,0.574901,1074205662
0.45,2,N,7.443307,0.582416,3310619050
0.45,3,H,8.255129,0.573894,1057010447
0.45,3,N,8.255129,0.589678,3277159811
0.45,4,H,9.068943,0.611762,1056144155
0.45,4,N,9.068943,0.589717,3284460628
0.45,5,H,9.890658,0.652219,1066017579
0.45,5,N,9.890658,0.580707,3318380671
0.45,6,H,10.721914,0.603452,1083243042
0.45,6,N,10.721914,0.618839,3360713235
0.45,7,H,11.562718,0.5969,1102235531
0.45,7,N,11.562718,0.585139,3423583121
0.45,8,H,12.41241,0.640015,1119600554
0.45,8,N,12.41241,0.598825,3468264373
0.45,9,H,13.270067,0.601854,1141398330
0.45,9,N,13.270067,0.625378,3537363335
0.45,10,H,14.1347,0.62227,1158835140
0.45,10,N,14.1347,0.593849,3575872196
0.45,11,H,15.005347,0.587598,1181631247
0.45,11,N,15.005347,0.601688,3617352162
0.45,12,H,15.881115,0.570516,1201663274
0.45,12,N,15.881115,0.582321,3653678415
0.5,1,H,9.800677,0.643405,1190750387
0.5,1,N,9.800677,0.650482,3697521677
0.5,2,H,8.755591,0.607869,1099481272
0.5,2,N,8.755591,0.632709,3470752163
0.5,3,H,9.671988,0.582533,1079674049
0.5,3,N,9.671988,0.603442,3412167956
0.5,4,H,10.579657,0.580923,1079761810
0.5,4,N,10.579657,0.588132,3410024844
0.5,5,H,11.488858,0.589358,1090198728
0.5,5,N,11.488858,0.601179,3425501409
0.5,6,H,12.403752,0.598332,1104660136
0.5,6,N,12.403752,0.568516,3464124838
0.5,7,H,13.326,0.591692,1122845069
0.5,7,N,13.326,0.593841,3501290106
0.5,8,H,14.256086,0.581826,1144672201
0.5,8,N,14.256086,0.613768,3566323859
0.5,9,H,15.193908,0.606483,1164435654
0.5,9,N,15.193908,0.593127,3604144624
0.5,10,H,16.139056,0.612357,1187009806
0.5,10,N,16.139056,0.592168,3645816126
0.5,11,H,17.090977,0.597985,1207649848
0.5,11,N,17.090977,0.624263,3678543261
0.5,12,H,18.049055,0.644854,1228671159
0.5,12,N,18.049055,0.608085,3721170741
0.55,1,H,11.299133,0.555042,1231875577
0.55,1,N,11.299133,0.633958,3911775491
0.55,2,H,10.177229,0.653795,1131970458
0.55,2,N,10.177229,0.617648,3656643159
0.55,3,H,11.212803,0.544753,1109323847
0.55,3,N,11.212803,0.600601,3575728084
0.55,4,H,12.225172,0.585243,1108263993
0.55,4,N,12.225172,0.636944,3550890877
0.55,5,H,13.229819,0.582783,1116400008
0.55,5,N,13.229819,0.589433,3552233502
0.55,6,H,14.233887,0.595631,1135157453
0.55,6,N,14.233887,0.589147,3586387212
0.55,7,H,15.240993,0.583243,1151852104
0.55,7,N,15.240993,0.603475,3619391454
0.55,8,H,16.253004,0.620145,1173242578
0.55,8,N,16.253004,0.582238,3657948243
0.55,9,H,17.27084,0.583527,1195663732
0.55,9,N,17.27084,0.610593,3691494422
0.55,10,H,18.294879,0.583258,1214971071
0.55,10,N,18.294879,0.622347,3719226280
0.55,11,H,19.325172,0.579562,1237882209
0.55,11,N,19.325172,0.574821,3758397865
0.55,12,H,20.361572,0.605533,1259475460
0.55,12,N,20.361572,0.556651,3797006249
0.6,1,H,10.463653,0.560675,1286910862
0.6,1,N,10.463653,0.652097,4177682728
0.6,2,H,11.738558,0.567465,1175110479
0.6,2,N,11.738558,0.617857,3885085613
0.6,3,H,12.914895,0.656943,1141156576
0.6,3,N,12.914895,0.58004,3770192851
0.6,4,H,14.048977,0.578856,1144408030
0.6,4,N,14.048977,0.618965,3734701875
0.6,5,H,15.162718,0.613712,1148490231
0.6,5,N,15.162718,0.583084,3723279780
0.6,6,H,16.266866,0.594169,1165092941
0.6,6,N,16.266866,0.599575,3728871946
0.6,7,H,17.367352,0.591314,1187012254
0.6,7,N,17.367352,0.632255,3765382598
0.6,8,H,18.46768,0.615163,1206141547
0.6,8,N,18.46768,0.60546,3777815156
0.6,9,H,19.569982,0.607518,1227042680
0.6,9,N,19.569982,0.58359,3794172018
0.6,10,H,20.67558,0.564725,1246319754
0.6,10,N,20.67558,0.616366,3825431439
0.6,11,H,21.785279,0.603605,1269364843
0.6,11,N,21.785279,0.611221,3855393783
0.6,12,H,22.89954,0.568392,1290664468
0.6,12,N,22.89954,0.622688,3870426172
0.65,1,H,12.003057,0.573563,1363991759
0.65,1,N,12.003057,0.668335,4507753477
0.65,2,H,13.49519,0.615562,1228471599
0.65,2,N,13.49519,0.581913,4170217340
0.65,3,H,14.844576,0.613079,1188854510
0.65,3,N,14.844576,0.59826,4031614883
0.65,4,H,16.126687,0.613681,1186883802
0.65,4,N,16.126687,0.616497,3958957497
0.65,5,H,17.371616,0.600672,1191283665
0.65,5,N,17.371616,0.632469,3924635195
0.65,6,H,18.594638,0.561479,1208102331
0.65,6,N,18.594638,0.59755,3930825193
0.65,7,H,19.804512,0.572847,1223536593
0.65,7,N,19.804512,0.625914,3918322995
0.65,8,H,21.006709,0.562925,1245547929
0.65,8,N,21.006709,0.590814,3931294197
0.65,9,H,22.204821,0.57777,1261465652
0.65,9,N,22.204821,0.569547,3939284500
0.65,10,H,23.401281,0.598183,1281315826
0.65,10,N,23.401281,0.584132,3954390736
0.65,11,H,24.597783,0.564852,1303327427
0.65,11,N,24.597783,0.599615,3955537206
0.65,12,H,25.795523,0.568526,1329070594
0.65,12,N,25.795523,0.633604,3997046122
0.7,1,H,13.771052,0.566894,1452949471
0.7,1,N,13.771052,0.657183,4922165154
0.7,2,H,15.545278,0.556217,1291557403
0.7,2,N,15.545278,0.5874,4513880622
0.7,3,H,17.117572,0.623748,1246717612
0.7,3,N,17.117572,0.617459,4354709159
0.7,4,H,18.589121,0.562751,1234612337
0.7,4,N,18.589121,0.611475,4235051332
0.7,5,H,20.000907,0.560238,1234949691
0.7,5,N,20.000907,0.582035,4159992354
0.7,6,H,21.374094,0.552381,1259405213
0.7,6,N,21.374094,0.581357,4179161535
0.7,7,H,22.721099,0.57935,1273356267
0.7,7,N,22.721099,0.582014,4129023840
0.7,8,H,24.049898,0.567516,1286652155
0.7,8,N,24.049898,0.611708,4120466810
0.7,9,H,25.365875,0.64922,1307056112
0.7,9,N,25.365875,0.593865,4150316182
0.7,10,H,26.672849,0.570056,1319989110
0.7,10,N,26.672849,0.64172,4101788483
0.7,11,H,27.973577,0.583354,1347393039
0.7,11,N,27.973577,0.617318,4138586164
0.7,12,H,29.270148,0.581978,1373426097
0.7,12,N,29.270148,0.639703,4164914713
0.75,1,H,15.908297,0.594544,1588904028
0.75,1,N,15.908297,0.749203,5473791934
0.75,2,H,18.06936,0.559918,1380884360
0.75,2,N,18.06936,0.648709,4965058365
0.75,3,H,19.945774,0.553228,1307094997
0.75,3,N,19.945774,0.594369,4721123885
0.75,4,H,21.674983,0.631578,1299011116
0.75,4,N,21.674983,0.597101,4609400854
0.75,5,H,23.313151,0.609112,1301905458
0.75,5,N,23.313151,0.677103,4520867163
0.75,6,H,24.889604,0.63249,1312548320
0.75,6,N,24.889604,0.674544,4449068792
0.75,7,H,26.421786,0.615788,1329946153
0.75,7,N,26.421786,0.667974,4396938574
0.75,8,H,27.921033,0.646932,1342937363
0.75,8,N,27.921033,0.597006,4401338222
0.75,9,H,29.395151,0.599275,1358979253
0.75,9,N,29.395151,0.669496,4378135747
0.75,10,H,30.849739,0.561964,1376106445
0.75,10,N,30.849739,0.626949,4359585403
0.75,11,H,32.288974,0.57519,1406122675
0.75,11,N,32.288974,0.646702,4389118380
0.75,12,H,33.716059,0.557713,1418482549
0.75,12,N,33.716059,0.659117,4339858893
0.8,1,H,18.699035,0.596589,1693582961
0.8,1,N,18.699035,0.777377,6255519624
0.8,2,H,21.431339,0.577842,1462245487
0.8,2,N,21.431339,0.658476,5594671517
0.8,3,H,23.755535,0.562758,1420748620
0.8,3,N,23.755535,0.665132,5309329897
0.8,4,H,25.863783,0.574067,1396915359
0.8,4,N,25.863783,0.63442,5106934551
0.8,5,H,27.83503,0.5553,1399646384
0.8,5,N,27.83503,0.663795,5021454305
0.8,6,H,29.710723,0.638449,1407567025
0.8,6,N,29.710723,0.594438,4888407730
0.8,7,H,31.515759,0.588939,1404554981
0.8,7,N,31.515759,0.655229,4782567072
0.8,8,H,33.266433,0.556656,1417300766
0.8,8,N,33.266433,0.675162,4770097404
0.8,9,H,34.974007,0.564599,1428142976
0.8,9,N,34.974007,0.584726,4706979407
0.8,10,H,36.64672,0.645682,1454435649
0.8,10,N,36.64672,0.593892,4721502446
0.8,11,H,38.290747,0.578572,1468048683
0.8,11,N,38.290747,0.643872,4659368519
0.8,12,H,39.910829,0.580152,1493229543
0.8,12,N,39.910829,0.640543,4643846170
0.85,1,H,22.808391,0.644038,2032045344
0.85,1,N,22.808391,0.815164,7336131555
0.85,2,H,26.482125,0.601408,1614781068
0.85,2,N,26.482125,0.672691,6481818001
0.85,3,H,29.543329,0.583314,1563664093
0.85,3,N,29.543329,0.720437,6091464940
0.85,4,H,32.275663,0.581736,1520479616
0.85,4,N,32.275663,0.720211,5813670904
0.85,5,H,34.796032,0.613343,1518529966
0.85,5,N,34.796032,0.6711,5666182777
0.85,6,H,37.166149,0.564407,1527844045
0.85,6,N,37.166149,0.711828,5461228700
0.85,7,H,39.423194,0.57121,1516408238
0.85,7,N,39.423194,0.679017,5372782060
0.85,8,H,41.591487,0.576378,1519478367
0.85,8,N,41.591487,0.650049,5281530288
0.85,9,H,43.688199,0.573552,1530757756
0.85,9,N,43.688199,0.699939,5219291607
0.85,10,H,45.725631,0.564646,1549931849
0.85,10,N,45.725631,0.653448,5195499675
0.85,11,H,47.713239,0.567196,1563198629
0.85,11,N,47.713239,0.650584,5094319630
0.85,12,H,49.658278,0.573019,1589473573
0.85,12,N,49.658278,0.664616,5067198025
0.9,1,H,30.229908,0.679465,2549011739
0.9,1,N,30.229908,0.848905,9116048008
0.9,2,H,35.77418,0.600034,1820130895
0.9,2,N,35.77418,0.723994,7869562528
0.9,3,H,40.298311,0.589176,1788019221
0.9,3,N,40.298311,0.719999,7275231144
0.9,4,H,44.270433,0.604189,1693934003
0.9,4,N,44.270433,0.709173,6911196070
0.9,5,H,47.883716,0.571438,1685252709
0.9,5,N,47.883716,0.703057,6543070988
0.9,6,H,51.240101,0.581287,1700285169
0.9,6,N,51.240101,0.702345,6309377215
0.9,7,H,54.40133,0.576476,1695390759
0.9,7,N,54.40133,0.685973,6363977443
0.9,8,H,57.407888,0.577078,1666547694
0.9,8,N,57.407888,0.680737,6061036746
0.9,9,H,60.288185,0.584931,1721446262
0.9,9,N,60.288185,0.745435,6199299257
0.9,10,H,63.062852,0.575004,1679324936
0.9,10,N,63.062852,0.723917,5812583480
0.9,11,H,65.747901,0.583882,1746020259
0.9,11,N,65.747901,0.725888,5843710077
0.9,12,H,68.35529,0.576355,1721666589
0.9,12,N,68.35529,0.699177,5684572354
0.95,1,H,50.839323,0.991481,3992451226
0.95,1,N,50.839323,1.15393,12790700139
0.95,2,H,62.015043,0.676466,2364538684
0.95,2,N,62.015043,0.914969,10609745755
0.95,3,H,70.926433,0.639326,2183504131
0.95,3,N,70.926433,0.864185,9780621207
0.95,4,H,78.615012,0.638041,2061344151
0.95,4,N,78.615012,0.815342,9068679406
0.95,5,H,85.507032,0.615002,2084818356
0.95,5,N,85.507032,0.849974,8422987416
0.95,6,H,91.827341,0.622931,2023082726
0.95,6,N,91.827341,0.832787,8130272149
0.95,7,H,97.710715,0.608021,2013223109
0.95,7,N,97.710715,0.762082,7902470505
0.95,8,H,103.247299,0.600532,1978894274
0.95,8,N,103.247299,0.793164,7612871342
0.95,9,H,108.498797,0.615447,2003329041
0.95,9,N,108.498797,0.778928,7691464267
0.95,10,H,113.510903,0.606664,2052736131
0.95,10,N,113.510903,0.795067,7229275969
0.95,11,H,118.318393,0.616499,2028619160
0.95,11,N,118.318393,0.765825,7168998960
0.95,12,H,122.948246,0.602343,1989082187
0.95,12,N,122.948246,0.749408,6949150230
1.0,1,H,414.900964,1.42095,9605957173
1.0,1,N,414.900964,2.17036,25234568616
1.0,2,H,646.724778,1.14068,5309085701
1.0,2,N,646.724778,1.58891,20082883055
1.0,3,H,815.632514,0.775739,3489590375
1.0,3,N,815.632514,1.24539,17070103328
1.0,4,H,945.015431,0.865277,3812464422
1.0,4,N,945.015431,1.42266,17589510252
1.0,5,H,1047.820563,1.22308,3507847198
1.0,5,N,1047.820563,1.19513,14607231746
1.0,6,H,1131.391963,0.746426,2896124153
1.0,6,N,1131.391963,1.03727,13501877031
1.0,7,H,1200.321077,0.656895,2469183724
1.0,7,N,1200.321077,0.819798,10418956654
1.0,8,H,1257.696861,0.910486,3220059007
1.0,8,N,1257.696861,1.0889,13983547251
1.0,9,H,1305.621347,0.778594,2624404863
1.0,9,N,1305.621347,0.961014,11168963935
1.0,10,H,1345.743347,1.11684,3140352142
1.0,10,N,1345.743347,1.24806,11832128530
1.0,11,H,1379.211328,0.813535,2738940946
1.0,11,N,1379.211328,1.03295,11311398530
1.0,12,H,1407.017345,0.71003,2682885793
1.0,12,N,1407.017345,1.0496,10475928664
